"contract_id","case_filed_yr","case_filed_month","jurisdiction","zip","assign_atty","case_type","settlement_offer","amount_billed"
"008414R374   ","2013","08","Colorado            ","80537","100","05121",9213000,124100
" 680 3C084035","2012","08","California          ","92109","562","05219",0,32600
"003331A293   ","2013","07","New York            ","11201","665","05122",872000,70800
" 680 8A651019","2012","08","New Mexico          ","87068","712","05219",0,63800
"004D963453   ","2013","09","Illinois            ","60622","620","05121",21075000,177100
" 680 7959M851","2012","08","Wisconsin           ","53717","620","05219",0,147700
" 680 1C199525","2012","08","California          ","92840","712","05119",0,49700
"003105R287   ","2013","06","North Carolina      ","28732","612","05121",1350000,45700
"002B576903   ","2013","05","New Mexico          ","87109","612","05121",9880000,145600
"004634L705   ","2013","06","Wisconsin           ","54016","612","05121",26226000,334000
"001B866109   ","2013","12","Michigan            ","48706","911","05223",225000,483400
" 680 8804L124","2012","08","New Jersey          ","08809","926","05119",0,219100
" 680 8934X128","2012","08","Illinois            ","60411","543","05106",0,7400
"007577X762   ","2013","04","Illinois            ","60612","620","05121",48048000,553500
"001C335472   ","2013","07","Iowa                ","50309","010","05121",192108000,2002000
" 680 8B10511A","2012","05","Georgia             ","30114","091","05106",0,1800
" 680 1095P514","2012","01","New York            ","10022","518","05122",4500000,202200
" 680 6186X777","2012","03","Massachusetts       ","01501","712","05122",2000000,140400
" PACP7599P383","2012","08","Texas               ","75202","926","05132",0,204200
" 680 6987X882","2012","03","New York            ","10462","092","05219",0,33100
" 680 1A886893","2012","06","Missouri            ","64125","719","05106",0,76800
" 680 3A20246A","2012","08","California          ","94109","712","05219",0,149200
"003095P05A   ","2013","12","Illinois            ","60608","100","05219",0,31100
" 680 8663P844","2012","05","Colorado            ","80020","712","05121",5639000,60800
" 680 7196L571","2012","08","Colorado            ","80501","712","05219",0,490200
" 680 8682L13A","2012","02","Massachusetts       ","02364","749","05119",0,12900
"007349M053   ","2013","10","Arizona             ","86001","010","05121",7725000,252600
" 680 5802L426","2012","08","California          ","92626","926","05119",0,241200
" 680 7521P703","2012","08","Massachusetts       ","01930","090","05219",0,50200
" 680 3920T044","2012","08","Florida             ","33617","994","05122",1200000,32300
" 680 8750C117","2012","08","Alabama             ","36201","092","05219",0,14200
"004A628295   ","2013","08","Nevada              ","89129","612","05121",119206000,618600
" 680 371M786A","2012","08","Michigan            ","49002","600","05223",0,421500
"003A250155   ","2013","07","Virginia            ","22101","134","05219",0,29700
"008D109528   ","2013","11","Illinois            ","62206","100","05219",0,86200
" 680 2B302049","2012","01","New Hampshire       ","03842","712","05219",0,106600
"007363C433   ","2013","07","Texas               ","78664","970","05122",100000,29900
"003B446713   ","2013","04","Connecticut         ","06810","620","05121",30450000,784100
"003354R57A   ","2013","08","New York            ","10021","620","05223",60000000,724700
" 680 2074M027","2012","03","California          ","91319","599","05122",5000000,62300
"009B857992   ","2013","08","Pennsylvania        ","15108","620","05121",347608000,3164400
"008D217970   ","2013","11","North Carolina      ","28209","620","05121",49887000,888400
" 680 3B504063","2012","08","Maryland            ","21539","093","05219",0,9100
"002C832806   ","2013","08","Montana             ","59105","010","05121",37091000,644200
"004671B127   ","2013","09","Pennsylvania        ","17821","620","05121",15212000,337600
" 680 3438M359","2012","05","New Jersey          ","08755","712","05121",4926000,42600
" 680 908D9627","2012","02","Washington          ","98021","531","05219",0,19200
"009582M516   ","2013","09","Massachusetts       ","01864","968","05223",740000,1498800
" 680 5565X626","2012","02","Ohio                ","43215","651","05119",0,10200
" 680 6996P920","2012","03","Arkansas            ","72116","742","05119",0,5500
"009C870776   ","2013","03","Oklahoma            ","74601","984","05122",150000,38700
" PACP2306X463","2012","01","Texas               ","75080","561","05121",20600000,133600
"008633C435   ","2013","12","Minnesota           ","55113","612","05223",201000,483400
"000110C120   ","2013","06","Iowa                ","50701","676","05223",10000000,85100
"001C458331   ","2013","09","District of Columbia","20006","169","05223",15645000,4221600
"009011B046   ","2013","06","Iowa                ","51054","612","05121",7604000,158600
" 680 4696L707","2012","06","Tennessee           ","37172","620","05119",0,20300
"000C556050   ","2013","08","Alabama             ","35233","169","05122",1400000,49500
" 680 0D249242","2012","08","California          ","92123","612","05121",84700000,398100
"004926R708   ","2013","08","Maryland            ","20743","112","05121",9832000,204500
" 680 2539N617","2012","02","New Jersey          ","07606","712","05219",0,127000
" 680 1898X755","2012","08","Delaware            ","19806","620","05223",114000,372600
" 680 9527M748","2012","02","California          ","93940","651","05119",0,12100
" 680 6289L925","2012","08","Colorado            ","81201","592","05219",0,7900
" 680 3B40070A","2012","08","Michigan            ","48224","553","05119",0,4900
"006D003923   ","2013","09","Missouri            ","63123","974","05122",20000,4000
"00596D5942   ","2013","08","New Jersey          ","08512","612","05121",11071000,387700
"006648H93A   ","2013","10","Colorado            ","80909","612","05122",66000,4200
"008012C711   ","2013","10","North Carolina      ","28306","010","05119",0,40200
"004384L435   ","2013","06","Illinois            ","60647","620","05121",33249000,238200
"000D458470   ","2013","04","Massachusetts       ","01420","719","05122",1370000,142700
"00558H2010   ","2013","08","Connecticut         ","06108","416","05224",10000000,2400
"005478L204   ","2013","09","Massachusetts       ","02119","620","05223",100000000,187000
"009A683003   ","2013","10","Iowa                ","50613","169","05224",10000000,76600
" PACP5567X299","2012","08","Texas               ","76692","712","05233",0,138600
" 680 1533R250","2012","08","District of Columbia","20002","543","05119",0,6400
" 680 7477L079","2012","08","New York            ","10001","651","05119",0,6600
"002C251201   ","2013","08","Connecticut         ","06457","100","05224",10000000,38800
"007C066371   ","2013","01","Missouri            ","64112","612","05119",0,34200
"005344L724   ","2013","08","Illinois            ","60622","620","05121",6389000,86600
"007751N887   ","2013","08","Texas               ","75028","665","05122",18100000,226800
" 680 7C946269","2012","08","Ohio                ","43230","651","05119",0,11900
"005C147452   ","2013","11","Minnesota           ","55033","970","05223",109000,307000
"005A015102   ","2013","08","Arizona             ","85139","665","05145",10000000,2900
"006A437775   ","2013","09","Washington          ","98188","612","05121",37856000,279300
" 680 2909N946","2012","02","Illinois            ","60101","712","05119",0,30100
"008C686846   ","2013","03","Virginia            ","23223","169","05122",1000000,134900
"002A890044   ","2013","07","Minnesota           ","56361","169","05122",541000,127500
"005A519039   ","2013","08","Kansas              ","66214","612","05122",216000,11600
" 680 8956C064","2012","01","Florida             ","32548","599","05219",0,68800
"007193M134   ","2013","10","South Carolina      ","29707","042","05121",1271000,75400
"009247L626   ","2013","07","Montana             ","59401","612","05121",34070000,375600
" 680 1A813133","2012","08","Georgia             ","30248","496","05116",0,30000
" 680 7594X758","2012","03","New Mexico          ","87544","599","05106",0,25300
" PACP7363R544","2012","08","Texas               ","75230","041","05233",0,28900
"003D726738   ","2013","08","Maryland            ","20851","040","05223",567000,65600
"003488X239   ","2013","01","Wyoming             ","82701","136","05121",13798000,170400
"007832C740   ","2013","11","Alabama             ","35216","169","05122",615000,157600
"001939M110   ","2013","03","Arizona             ","85253","111","05224",0,9800
"005007M334   ","2013","08","New Hampshire       ","03801","523","05145",10000000,2600
" 680 4B938601","2012","04","Oregon              ","97211","599","05219",0,10300
" 680 3364M121","2012","05","New York            ","10019","091","05219",0,338400
"00272H9227   ","2013","07","Pennsylvania        ","15961","100","05119",0,21500
"008D984974   ","2013","11","Arkansas            ","72106","169","05121",4645000,258900
"006730B951   ","2013","04","Illinois            ","60409","100","05219",0,57700
"007363C433   ","2013","07","Texas               ","78664","970","05125",10000000,279400
" 680 2B618505","2012","01","New Jersey          ","07701","090","05106",0,5500
"00606M9242   ","2013","12","Maryland            ","20852","169","05224",10000000,153100
" 680 4B729514","2012","08","California          ","94612","651","05119",0,17500
" PACP7386X226","2012","08","Texas               ","76164","712","05121",3245000,188200
" 680 3802C191","2012","08","Massachusetts       ","01420","599","05121",12483000,227700
"009B991277   ","2013","03","New York            ","10014","432","05224",10000000,32600
" 680 8692P495","2012","04","Ohio                ","45237","620","05121",154964000,793900
"003174M847   ","2013","04","South Carolina      ","29512","719","05122",263000,31800
" 680 5611X567","2012","02","Arizona             ","85024","691","05219",0,5200
"000465C324   ","2013","08","Illinois            ","60140","620","05224",10000000,79200
" 680 8C843715","2012","08","California          ","92701","600","05223",0,1381500
"007739M829   ","2013","11","Oregon              ","97401","665","05122",6151000,52800
" 680 9192H508","2012","03","New York            ","10301","599","05219",0,7100
"004631L322   ","2013","06","Oklahoma            ","74120","010","05121",5614000,415700
" 680 34F63949","2012","06","New York            ","10013","651","05119",0,44000
"008273L333   ","2013","11","Illinois            ","60620","718","05122",2080000,348100
"007A167480   ","2013","09","Texas               ","77081","169","05224",20000000,111600
" 680 2954C220","2012","01","New Jersey          ","07081","651","05106",0,9600
"009C40051A   ","2013","02","Michigan            ","48381","940","05223",50000,20000
" 680 4635R352","2012","07","Oklahoma            ","73169","742","05119",0,4900
"008C548345   ","2013","02","North Carolina      ","28104","169","05122",250000,22400
